Main Application ms
1491
1122
1006
1313
893
705
971
761
678
730
557
571
758
571
512
516
511
501
508
530
509
511
518
499
520
523
507
505
508
498
556
655
539
526
608
545
524
504
666
622
543
523
506
538
653
540
503
625
597
523
530
508
512
509
485
503
490
490
523
491
487
490
486
481
487
486
488
491
495
482
488
484
492
481
493
497
504
480
493
481
585
486
483
485
494
476
482
483
488
486
487
484
483
495
505
483
537
519
525
500
