rx:-2.8222e+029, ry:-5.66205e+030, vx:-2.8222e+018, vy:-5.66205e+019, mass:1.55565e+050
rx:-2.31922e+030, ry:-1.10754e+031, vx:-2.31922e+019, vy:-1.10754e+020, mass:2.03888e+049
rx:1.50801e+031, ry:-1.07524e+031, vx:1.50801e+020, vy:-1.07524e+020, mass:9.07752e+049
rx:1.75948e+030, ry:1.55722e+031, vx:1.75948e+019, vy:1.55722e+020, mass:1.27619e+050
rx:-3.69324e+030, ry:2.74376e+031, vx:-3.69324e+019, vy:2.74376e+020, mass:5.76397e+049
rx:-1.40526e+031, ry:1.03981e+031, vx:-1.40526e+020, vy:1.03981e+020, mass:1.41683e+050
rx:5.03649e+032, ry:-2.75369e+033, vx:5.03649e+021, vy:-2.75369e+022, mass:1.89356e+050
rx:4.03644e+030, ry:8.18676e+030, vx:4.03644e+019, vy:8.18676e+019, mass:8.86568e+049
rx:1.50871e+032, ry:-2.66308e+031, vx:1.50871e+021, vy:-2.66308e+020, mass:4.06986e+049
rx:2.12612e+031, ry:-6.7083e+030, vx:2.12612e+020, vy:-6.7083e+019, mass:1.82661e+050
rx:2.08298e+030, ry:-5.43754e+030, vx:2.08298e+019, vy:-5.43754e+019, mass:1.76883e+050
rx:3.29895e+030, ry:-6.35482e+030, vx:3.29895e+019, vy:-6.35482e+019, mass:4.03769e+049
rx:-1.65439e+029, ry:1.28111e+031, vx:-1.65439e+018, vy:1.28111e+020, mass:8.2247e+048
rx:2.0284e+031, ry:-1.22255e+031, vx:2.0284e+020, vy:-1.22255e+020, mass:1.08293e+050
rx:-1.74783e+030, ry:-9.72274e+030, vx:-1.74783e+019, vy:-9.72274e+019, mass:2.54085e+049
rx:-1.78268e+031, ry:-2.13411e+030, vx:-1.78268e+020, vy:-2.13411e+019, mass:1.31316e+050
rx:6.61583e+031, ry:-1.5261e+032, vx:6.61583e+020, vy:-1.5261e+021, mass:8.16521e+049
rx:4.92343e+031, ry:-7.67464e+030, vx:4.92343e+020, vy:-7.67464e+019, mass:3.31052e+049
rx:-9.06465e+029, ry:2.41373e+030, vx:-9.06465e+018, vy:2.41373e+019, mass:8.65323e+049
rx:-4.48887e+031, ry:-5.68878e+030, vx:-4.48887e+020, vy:-5.68878e+019, mass:2.55724e+049
rx:8.07759e+031, ry:-3.74913e+031, vx:8.07759e+020, vy:-3.74913e+020, mass:1.27953e+050
rx:-1.16474e+031, ry:-8.77904e+030, vx:-1.16474e+020, vy:-8.77904e+019, mass:1.46618e+050
rx:1.9176e+031, ry:-5.9107e+030, vx:1.9176e+020, vy:-5.9107e+019, mass:2.23129e+049
rx:2.2667e+030, ry:6.79581e+030, vx:2.2667e+019, vy:6.79581e+019, mass:2.16149e+049
rx:5.69556e+031, ry:8.51074e+030, vx:5.69556e+020, vy:8.51074e+019, mass:8.28722e+049
rx:7.71666e+030, ry:-9.01537e+029, vx:7.71666e+019, vy:-9.01537e+018, mass:4.20218e+049
rx:-7.72643e+030, ry:4.70535e+030, vx:-7.72643e+019, vy:4.70535e+019, mass:1.2297e+050
rx:-5.08622e+031, ry:-2.31094e+030, vx:-5.08622e+020, vy:-2.31094e+019, mass:1.82115e+050
rx:4.10433e+031, ry:-1.08422e+031, vx:4.10433e+020, vy:-1.08422e+020, mass:7.5218e+049
rx:1.15063e+032, ry:5.51254e+031, vx:1.15063e+021, vy:5.51254e+020, mass:3.39246e+049
rx:-4.7357e+030, ry:-4.32698e+031, vx:-4.7357e+019, vy:-4.32698e+020, mass:3.8908e+049
rx:5.39661e+030, ry:-3.71414e+030, vx:5.39661e+019, vy:-3.71414e+019, mass:6.04621e+049
rx:-9.06837e+030, ry:-5.22619e+030, vx:-9.06837e+019, vy:-5.22619e+019, mass:1.5338e+050
rx:2.24942e+031, ry:2.91865e+031, vx:2.24942e+020, vy:2.91865e+020, mass:8.92273e+049
rx:9.92142e+032, ry:-1.05914e+033, vx:9.92142e+021, vy:-1.05914e+022, mass:9.84232e+049
rx:-4.00443e+030, ry:1.36974e+029, vx:-4.00443e+019, vy:1.36974e+018, mass:1.84464e+049
rx:-4.20451e+030, ry:1.9915e+030, vx:-4.20451e+019, vy:1.9915e+019, mass:1.18606e+049
rx:5.81107e+030, ry:-1.24169e+030, vx:5.81107e+019, vy:-1.24169e+019, mass:1.50375e+050
rx:-7.02844e+030, ry:1.01872e+031, vx:-7.02844e+019, vy:1.01872e+020, mass:3.97031e+049
rx:-7.57782e+030, ry:-2.48062e+030, vx:-7.57782e+019, vy:-2.48062e+019, mass:1.57198e+050
rx:-1.50679e+031, ry:-4.07724e+031, vx:-1.50679e+020, vy:-4.07724e+020, mass:1.10059e+050
rx:1.09218e+032, ry:1.39906e+032, vx:1.09218e+021, vy:1.39906e+021, mass:6.07474e+049
rx:-7.4027e+030, ry:-2.56977e+030, vx:-7.4027e+019, vy:-2.56977e+019, mass:1.29671e+050
rx:-2.9807e+031, ry:5.71671e+030, vx:-2.9807e+020, vy:5.71671e+019, mass:4.37032e+049
